timestamp,temperatura_C,humedad_pct,voltaje_bateria_V,rssi_dbm
2026-09-02 04:30:00,11.7,79.0,3.68,-69
2026-09-02 04:45:00,12.1,80.4,3.77,-62
2026-09-02 05:00:00,11.3,85.4,3.69,-61
2026-09-02 05:15:00,12.2,77.2,3.74,-70
2026-09-02 05:30:00,11.7,80.9,3.82,-67
2026-09-02 05:45:00,12.1,79.0,3.9,-63
2026-09-02 06:00:00,13.2,75.1,3.86,-57
2026-09-02 06:15:00,12.9,71.2,3.87,-62
2026-09-02 06:30:00,14.0,76.4,3.9,-64
2026-09-02 06:45:00,12.7,68.7,3.92,-54
2026-09-02 07:00:00,13.5,75.4,3.93,-62
2026-09-02 07:15:00,14.3,72.3,3.91,-65
2026-09-02 07:30:00,15.9,70.4,3.99,-64
2026-09-02 07:45:00,15.6,69.6,3.98,-61
2026-09-02 08:00:00,15.7,70.7,4.03,-66
2026-09-02 08:15:00,15.5,70.0,4.01,-65
2026-09-02 08:30:00,15.6,65.2,4.01,-64
2026-09-02 08:45:00,16.9,62.9,4.02,-61
2026-09-02 09:00:00,17.1,65.6,4.08,-64
2026-09-02 09:15:00,17.6,59.6,4.06,-65
2026-09-02 09:30:00,16.8,62.7,4.1,-61
2026-09-02 09:45:00,17.8,59.2,4.08,-61
2026-09-02 10:00:00,19.3,60.5,4.08,-66
2026-09-02 10:15:00,18.6,56.5,4.15,-60
2026-09-02 10:30:00,19.3,59.0,4.1,-58
2026-09-02 10:45:00,20.2,56.5,4.12,-51
2026-09-02 11:00:00,20.4,55.5,4.12,-67
2026-09-02 11:15:00,21.1,59.2,4.16,-62
2026-09-02 11:30:00,20.1,52.3,4.13,-64
2026-09-02 11:45:00,21.7,51.6,4.19,-62
2026-09-02 12:00:00,20.5,49.7,4.18,-59
2026-09-02 12:15:00,22.4,50.9,4.15,-64
2026-09-02 12:30:00,21.5,52.8,4.1,-57
2026-09-02 12:45:00,22.3,52.7,4.14,-62
2026-09-02 13:00:00,22.6,48.0,4.16,-65
2026-09-02 13:15:00,22.4,51.5,4.17,-56
2026-09-02 13:30:00,22.6,46.2,4.09,-58
2026-09-02 13:45:00,22.3,44.2,4.13,-61
2026-09-02 14:00:00,22.1,45.1,4.12,-68
2026-09-02 14:15:00,22.0,44.7,4.12,-61
2026-09-02 14:30:00,21.2,47.9,4.09,-66
2026-09-02 14:45:00,23.7,47.3,4.13,-60
2026-09-02 15:00:00,22.9,50.4,4.1,-63
2026-09-02 15:15:00,22.5,45.4,4.09,-60
2026-09-02 15:30:00,23.0,44.8,4.08,-60
2026-09-02 15:45:00,24.0,49.4,4.04,-68
2026-09-02 16:00:00,22.0,43.1,3.98,-60
2026-09-02 16:15:00,23.7,46.1,3.91,-63
2026-09-02 16:30:00,22.9,51.4,3.97,-52
2026-09-02 16:45:00,23.3,49.4,3.95,-65
2026-09-02 17:00:00,23.2,46.0,3.88,-64
2026-09-02 17:15:00,21.5,49.1,3.89,-58
2026-09-02 17:30:00,20.4,54.2,3.88,-54
2026-09-02 17:45:00,21.7,50.8,3.91,-60
2026-09-02 18:00:00,21.3,49.6,3.82,-58
2026-09-02 18:15:00,21.4,52.1,3.77,-63
2026-09-02 18:30:00,20.0,56.4,3.72,-60
2026-09-02 18:45:00,19.6,57.2,3.68,-61
2026-09-02 19:00:00,19.8,56.8,3.59,-68
2026-09-02 19:15:00,19.9,58.4,3.55,-59
2026-09-02 19:30:00,19.4,60.7,3.47,-63
2026-09-02 19:45:00,18.4,60.9,3.53,-61
2026-09-02 20:00:00,17.6,61.1,3.37,-57
2026-09-02 20:15:00,18.3,59.2,3.37,-59
2026-09-02 20:30:00,18.0,61.5,3.33,-63
2026-09-02 20:45:00,17.4,62.0,3.3,-62
2026-09-02 21:00:00,17.2,63.6,3.3,-62
2026-09-02 21:15:00,16.5,67.4,3.33,-57
2026-09-02 21:30:00,15.9,61.3,3.3,-58
2026-09-02 21:45:00,14.9,66.9,3.32,-64
2026-09-02 22:00:00,15.3,73.1,3.3,-62
2026-09-02 22:15:00,14.6,73.1,3.34,-66
2026-09-02 22:30:00,15.1,71.2,3.38,-58
2026-09-02 22:45:00,14.1,75.1,3.34,-61
2026-09-02 23:00:00,13.5,71.2,3.39,-56
2026-09-02 23:15:00,13.8,76.0,3.47,-64
2026-09-02 23:30:00,13.2,75.4,3.51,-58
2026-09-02 23:45:00,13.4,77.5,3.45,-61
2026-09-03 00:00:00,11.7,77.7,3.54,-57
2026-09-03 00:15:00,11.6,82.3,3.57,-63
2026-09-03 00:30:00,11.6,78.5,3.62,-70
2026-09-03 00:45:00,12.2,75.9,3.55,-59
2026-09-03 01:00:00,12.5,81.8,3.56,-66
2026-09-03 01:15:00,11.2,82.0,3.6,-58
2026-09-03 01:30:00,11.5,82.5,3.56,-67
2026-09-03 01:45:00,11.4,82.7,3.56,-60
2026-09-03 02:00:00,11.6,81.6,3.67,-65
2026-09-03 02:15:00,10.0,79.2,3.62,-63
2026-09-03 02:30:00,10.4,82.8,3.65,-60
2026-09-03 02:45:00,11.7,87.0,3.58,-67
2026-09-03 03:00:00,11.4,83.0,3.63,-60
2026-09-03 03:15:00,11.8,78.5,3.59,-54
2026-09-03 03:30:00,11.5,81.7,3.67,-65
2026-09-03 03:45:00,11.4,83.6,3.72,-66
2026-09-03 04:00:00,11.0,80.6,3.66,-55
2026-09-03 04:15:00,10.2,84.4,3.74,-63
2026-09-03 04:30:00,10.7,83.7,3.71,-56
2026-09-03 04:45:00,10.6,82.3,3.74,-58
2026-09-03 05:00:00,12.3,81.1,3.75,-64
2026-09-03 05:15:00,11.7,84.9,3.82,-60
2026-09-03 05:30:00,11.2,81.6,3.87,-64
2026-09-03 05:45:00,12.2,81.6,3.83,-62
2026-09-03 06:00:00,12.1,77.5,3.84,-61
2026-09-03 06:15:00,12.6,80.1,3.9,-63
2026-09-03 06:30:00,12.6,79.3,3.86,-66
2026-09-03 06:45:00,12.8,77.3,3.88,-69
2026-09-03 07:00:00,13.4,76.5,3.92,-64
2026-09-03 07:15:00,14.6,74.0,4.0,-51
2026-09-03 07:30:00,14.0,75.6,3.99,-66
2026-09-03 07:45:00,14.8,69.6,3.96,-62
2026-09-03 08:00:00,15.5,71.8,4.04,-66
2026-09-03 08:15:00,16.2,66.3,4.03,-63
2026-09-03 08:30:00,15.6,68.0,3.98,-64
2026-09-03 08:45:00,15.9,64.1,4.01,-63
2026-09-03 09:00:00,16.8,67.1,4.07,-56
2026-09-03 09:15:00,18.1,61.2,4.1,-66
2026-09-03 09:30:00,17.6,61.0,4.12,-56
2026-09-03 09:45:00,17.2,61.8,4.11,-62
2026-09-03 10:00:00,19.0,58.8,4.08,-72
2026-09-03 10:15:00,19.2,61.2,4.13,-61
2026-09-03 10:30:00,19.2,57.9,4.12,-68
2026-09-03 10:45:00,19.8,58.0,4.1,-61
2026-09-03 11:00:00,21.0,56.3,4.15,-63
2026-09-03 11:15:00,20.5,59.0,4.1,-61
2026-09-03 11:30:00,21.4,56.2,4.17,-63
2026-09-03 11:45:00,21.1,57.9,4.15,-59
2026-09-03 12:00:00,21.2,53.5,4.1,-69
2026-09-03 12:15:00,21.6,49.8,4.19,-65
2026-09-03 12:30:00,21.2,51.1,4.13,-58
2026-09-03 12:45:00,21.5,54.7,4.17,-59
2026-09-03 13:00:00,23.2,52.5,4.2,-64
2026-09-03 13:15:00,22.4,51.4,4.07,-57
2026-09-03 13:30:00,22.7,48.1,4.15,-64
2026-09-03 13:45:00,22.9,45.8,4.09,-58
2026-09-03 14:00:00,22.8,47.2,4.08,-58
2026-09-03 14:15:00,21.9,52.1,4.13,-66
2026-09-03 14:30:00,24.4,51.4,4.08,-66
2026-09-03 14:45:00,23.0,49.1,4.02,-63
2026-09-03 15:00:00,22.0,48.4,4.01,-62
2026-09-03 15:15:00,23.5,45.6,4.04,-65
2026-09-03 15:30:00,22.8,46.9,4.03,-67
2026-09-03 15:45:00,22.2,47.9,3.97,-65
2026-09-03 16:00:00,23.6,44.6,4.02,-64
2026-09-03 16:15:00,23.4,51.9,3.97,-62
2026-09-03 16:30:00,22.7,49.1,3.96,-57
2026-09-03 16:45:00,22.5,53.6,3.96,-59
2026-09-03 17:00:00,22.1,48.0,3.94,-64
2026-09-03 17:15:00,22.4,49.4,3.89,-64
2026-09-03 17:30:00,22.6,48.4,3.87,-66
2026-09-03 17:45:00,20.3,51.5,3.87,-61
2026-09-03 18:00:00,21.3,50.2,3.84,-68
2026-09-03 18:15:00,21.0,51.3,3.86,-59
2026-09-03 18:30:00,20.7,52.1,3.77,-60
2026-09-03 18:45:00,19.8,55.5,3.78,-62
2026-09-03 19:00:00,20.6,55.5,3.82,-65
2026-09-03 19:15:00,19.9,51.2,3.72,-57
2026-09-03 19:30:00,18.6,59.0,3.76,-50
2026-09-03 19:45:00,19.5,57.7,3.71,-63
2026-09-03 20:00:00,18.8,61.9,3.7,-71
2026-09-03 20:15:00,18.3,61.0,3.67,-58
2026-09-03 20:30:00,17.3,62.6,3.65,-62
2026-09-03 20:45:00,17.4,62.8,3.64,-63
2026-09-03 21:00:00,18.4,69.0,3.66,-59
2026-09-03 21:15:00,16.1,63.6,3.61,-61
2026-09-03 21:30:00,16.0,70.9,3.64,-68
2026-09-03 21:45:00,15.9,65.5,3.6,-64
2026-09-03 22:00:00,16.7,69.3,3.6,-63
2026-09-03 22:15:00,15.6,73.5,3.57,-61
2026-09-03 22:30:00,15.0,71.9,3.6,-66
2026-09-03 22:45:00,14.1,74.0,3.56,-64
2026-09-03 23:00:00,14.1,76.1,3.53,-63
2026-09-03 23:15:00,13.5,77.5,3.55,-67
2026-09-03 23:30:00,14.0,76.2,3.57,-66
2026-09-03 23:45:00,13.1,72.9,3.57,-64
2026-09-04 00:00:00,12.6,81.4,3.55,-64
2026-09-04 00:15:00,12.2,76.7,3.47,-64
2026-09-04 00:30:00,11.4,74.9,3.57,-54
2026-09-04 00:45:00,12.2,83.9,3.52,-61
2026-09-04 01:00:00,10.7,79.7,3.59,-58
2026-09-04 01:15:00,11.4,80.1,3.61,-58
2026-09-04 01:30:00,10.4,82.1,3.57,-52
2026-09-04 01:45:00,10.9,83.9,3.58,-65
2026-09-04 02:00:00,11.4,84.2,3.61,-59
2026-09-04 02:15:00,11.3,82.1,3.55,-65
2026-09-04 02:30:00,10.6,82.3,3.64,-62
2026-09-04 02:45:00,11.0,84.1,3.62,-65
2026-09-04 03:00:00,10.9,81.6,3.64,-61
2026-09-04 03:15:00,10.9,81.9,3.67,-58
2026-09-04 03:30:00,11.9,81.1,3.74,-59
2026-09-04 03:45:00,10.9,83.0,3.67,-64
2026-09-04 04:00:00,10.7,80.0,3.72,-66
2026-09-04 04:15:00,12.2,80.9,3.76,-67
2026-09-04 04:30:00,10.4,81.1,3.73,-67
2026-09-04 04:45:00,12.2,82.0,3.75,-62
2026-09-04 05:00:00,11.7,80.0,3.73,-61
2026-09-04 05:15:00,11.7,77.2,3.78,-63
2026-09-04 05:30:00,13.3,81.3,3.83,-58
2026-09-04 05:45:00,12.8,79.9,3.85,-60
2026-09-04 06:00:00,12.4,78.9,3.82,-65
2026-09-04 06:15:00,13.4,76.0,3.87,-65
2026-09-04 06:30:00,13.9,72.6,3.89,-63
2026-09-04 06:45:00,14.6,74.7,3.91,-65
2026-09-04 07:00:00,13.5,76.0,3.97,-58
2026-09-04 07:15:00,13.8,74.7,3.96,-59
2026-09-04 07:30:00,14.4,71.0,3.96,-61
2026-09-04 07:45:00,14.8,71.5,3.95,-64
2026-09-04 08:00:00,15.3,69.6,4.01,-66
2026-09-04 08:15:00,15.4,66.4,4.01,-62
2026-09-04 08:30:00,16.0,68.7,4.02,-61
2026-09-04 08:45:00,16.4,66.0,4.11,-60
2026-09-04 09:00:00,17.5,59.5,4.04,-67
2026-09-04 09:15:00,18.4,63.6,4.1,-54
2026-09-04 09:30:00,19.0,61.7,4.09,-59
2026-09-04 09:45:00,19.2,60.7,4.09,-59
2026-09-04 10:00:00,18.1,58.8,4.1,-65
2026-09-04 10:15:00,17.5,56.5,4.11,-62
2026-09-04 10:30:00,18.8,56.5,4.05,-69
2026-09-04 10:45:00,19.8,60.8,4.11,-67
2026-09-04 11:00:00,20.2,55.5,4.14,-61
2026-09-04 11:15:00,21.0,55.7,4.15,-62
2026-09-04 11:30:00,20.7,58.5,4.13,-69
2026-09-04 11:45:00,20.9,51.4,4.15,-72
2026-09-04 12:00:00,21.6,50.7,4.16,-78
2026-09-04 12:15:00,20.6,50.3,4.15,-90
2026-09-04 12:30:00,21.1,48.2,4.18,-80
2026-09-04 12:45:00,21.5,53.9,4.11,-87
2026-09-04 13:00:00,22.1,54.5,4.15,-85
2026-09-04 13:15:00,22.9,46.5,4.09,-83
2026-09-04 13:30:00,21.5,48.3,4.1,-79
2026-09-04 13:45:00,22.9,50.7,4.13,-85
2026-09-04 14:00:00,23.1,49.9,4.09,-72
2026-09-04 14:15:00,23.4,52.1,4.1,-71
2026-09-04 14:30:00,22.0,46.2,4.08,-70
2026-09-04 14:45:00,23.5,41.6,4.09,-64
2026-09-04 15:00:00,22.8,44.3,4.05,-58
2026-09-04 15:15:00,23.5,47.8,4.01,-65
2026-09-04 15:30:00,23.2,46.5,4.09,-58
2026-09-04 15:45:00,23.1,48.8,4.06,-62
2026-09-04 16:00:00,22.3,49.5,3.99,-67
2026-09-04 16:15:00,23.0,49.7,3.98,-60
2026-09-04 16:30:00,22.4,45.3,4.03,-66
2026-09-04 16:45:00,21.3,50.6,3.91,-58
2026-09-04 17:00:00,22.4,48.8,3.96,-59
2026-09-04 17:15:00,22.8,53.4,3.9,-66
2026-09-04 17:30:00,21.3,49.8,3.9,-63
2026-09-04 17:45:00,21.9,53.1,3.83,-56
2026-09-04 18:00:00,21.5,50.8,3.81,-64
2026-09-04 18:15:00,21.2,52.0,3.85,-59
2026-09-04 18:30:00,19.6,55.9,3.8,-57
2026-09-04 18:45:00,20.9,58.8,3.78,-64
2026-09-04 19:00:00,20.3,56.3,3.79,-60
2026-09-04 19:15:00,20.3,54.6,3.76,-64
2026-09-04 19:30:00,18.4,59.8,3.76,-66
2026-09-04 19:45:00,18.4,60.7,3.72,-68
2026-09-04 20:00:00,18.9,57.8,3.74,-63
2026-09-04 20:15:00,17.9,62.1,3.7,-57
2026-09-04 20:30:00,18.5,61.3,3.66,-63
2026-09-04 20:45:00,16.7,64.2,3.62,-65
2026-09-04 21:00:00,16.9,66.4,3.63,-66
2026-09-04 21:15:00,15.9,64.6,3.64,-68
2026-09-04 21:30:00,16.6,64.9,3.57,-64
2026-09-04 21:45:00,15.4,67.7,3.63,-59
2026-09-04 22:00:00,16.1,69.8,3.59,-63
2026-09-04 22:15:00,15.5,71.2,3.54,-62
2026-09-04 22:30:00,14.2,69.9,3.62,-61
2026-09-04 22:45:00,14.8,72.0,3.57,-62
2026-09-04 23:00:00,12.9,73.8,3.57,-51
2026-09-04 23:15:00,13.6,76.2,3.54,-58
2026-09-04 23:30:00,12.6,72.2,3.56,-61
2026-09-04 23:45:00,12.2,76.5,3.53,-59
2026-09-05 00:00:00,12.8,79.6,3.51,-56
2026-09-05 00:15:00,13.0,75.4,3.53,-61
2026-09-05 00:30:00,12.8,78.1,3.52,-57
2026-09-05 00:45:00,12.2,82.5,3.55,-57
2026-09-05 01:00:00,11.4,79.8,3.56,-70
2026-09-05 01:15:00,11.0,79.7,3.54,-55
2026-09-05 01:30:00,11.5,80.5,3.53,-62
2026-09-05 01:45:00,12.0,83.2,3.56,-63
2026-09-05 02:00:00,10.8,79.7,3.57,-63
2026-09-05 02:15:00,11.3,81.0,3.56,-66
2026-09-05 02:30:00,11.4,82.6,3.64,-60
2026-09-05 02:45:00,10.6,83.4,3.66,-67
2026-09-05 03:00:00,10.1,85.2,3.62,-65
2026-09-05 03:15:00,12.2,83.2,3.67,-62
2026-09-05 03:30:00,10.4,82.9,3.67,-64
2026-09-05 03:45:00,11.2,87.0,3.69,-56
2026-09-05 04:00:00,10.2,85.5,3.7,-63
2026-09-05 04:15:00,10.4,84.7,3.72,-64
2026-09-05 04:30:00,11.0,85.6,3.72,-59
2026-09-05 04:45:00,11.6,80.6,3.77,-63
2026-09-05 05:00:00,11.9,75.8,3.78,-66
2026-09-05 05:15:00,11.5,82.9,3.73,-66
2026-09-05 05:30:00,12.1,79.0,3.82,-65
2026-09-05 05:45:00,12.1,77.5,3.81,-60
2026-09-05 06:00:00,14.1,76.2,3.87,-60
2026-09-05 06:15:00,13.0,79.2,3.88,-52
2026-09-05 06:30:00,13.5,75.9,3.89,-63
2026-09-05 06:45:00,13.6,70.7,3.91,-62
2026-09-05 07:00:00,13.7,75.2,3.91,-62
2026-09-05 07:15:00,14.1,76.7,3.95,-63
2026-09-05 07:30:00,13.5,73.7,3.98,-68
2026-09-05 07:45:00,15.2,70.7,3.93,-64
2026-09-05 08:00:00,16.3,69.0,3.96,-61
2026-09-05 08:15:00,16.4,71.3,4.01,-69
2026-09-05 08:30:00,16.5,66.6,3.99,-64
2026-09-05 08:45:00,16.4,65.2,4.07,-64
2026-09-05 09:00:00,16.5,60.4,4.06,-67
2026-09-05 09:15:00,17.9,67.5,4.04,-58
2026-09-05 09:30:00,18.1,62.5,4.16,-62
2026-09-05 09:45:00,18.0,64.7,4.07,-66
2026-09-05 10:00:00,17.9,64.5,4.13,-57
2026-09-05 10:15:00,19.4,58.8,4.14,-61
2026-09-05 10:30:00,19.8,61.9,4.09,-54
2026-09-05 10:45:00,19.3,55.6,4.09,-53
2026-09-05 11:00:00,20.5,59.6,4.08,-65
2026-09-05 11:15:00,20.8,55.6,4.17,-59
2026-09-05 11:30:00,20.0,56.5,4.16,-66
2026-09-05 11:45:00,20.8,48.2,4.12,-59
2026-09-05 12:00:00,21.2,52.2,4.19,-54
2026-09-05 12:15:00,20.5,50.6,4.13,-60
2026-09-05 12:30:00,21.0,48.7,4.16,-66
2026-09-05 12:45:00,21.9,48.2,4.15,-61
2026-09-05 13:00:00,20.8,48.5,4.09,-59
2026-09-05 13:15:00,22.7,47.8,4.15,-57
2026-09-05 13:30:00,22.5,50.3,4.05,-68
2026-09-05 13:45:00,21.8,49.4,4.09,-57
2026-09-05 14:00:00,23.1,47.7,4.15,-64
2026-09-05 14:15:00,23.1,47.5,4.13,-62
2026-09-05 14:30:00,21.7,50.3,4.09,-69
2026-09-05 14:45:00,22.7,43.8,4.07,-67
2026-09-05 15:00:00,22.3,47.4,4.02,-66
2026-09-05 15:15:00,22.4,50.2,4.06,-63
2026-09-05 15:30:00,22.9,48.6,4.03,-60
2026-09-05 15:45:00,22.4,47.5,4.02,-54
2026-09-05 16:00:00,22.7,48.0,4.0,-67
2026-09-05 16:15:00,22.9,48.3,3.95,-61
2026-09-05 16:30:00,22.5,48.4,3.97,-65
2026-09-05 16:45:00,22.8,48.1,3.93,-61
2026-09-05 17:00:00,22.3,50.9,3.92,-54
2026-09-05 17:15:00,21.8,49.0,3.91,-66
2026-09-05 17:30:00,21.6,53.3,3.88,-57
2026-09-05 17:45:00,20.0,51.0,3.81,-65
2026-09-05 18:00:00,20.8,48.5,3.82,-56
2026-09-05 18:15:00,20.5,54.7,3.84,-58
2026-09-05 18:30:00,20.6,50.7,3.82,-62
2026-09-05 18:45:00,19.8,55.0,3.81,-64
2026-09-05 19:00:00,20.1,53.8,3.72,-61
2026-09-05 19:15:00,19.7,56.6,3.76,-54
2026-09-05 19:30:00,19.3,56.7,3.72,-62
2026-09-05 19:45:00,19.1,60.1,3.67,-65
2026-09-05 20:00:00,18.4,58.0,3.7,-57
2026-09-05 20:15:00,18.1,64.7,3.69,-64
2026-09-05 20:30:00,17.1,64.3,3.69,-65
2026-09-05 20:45:00,17.4,62.1,3.61,-67
2026-09-05 21:00:00,17.3,66.2,3.55,-62
2026-09-05 21:15:00,15.6,62.9,3.54,-66
2026-09-05 21:30:00,16.4,69.1,3.52,-65
2026-09-05 21:45:00,15.5,70.3,3.47,-60
2026-09-05 22:00:00,14.8,66.9,3.42,-60
2026-09-05 22:15:00,15.3,73.6,3.36,-70
2026-09-05 22:30:00,14.0,75.4,3.33,-61
2026-09-05 22:45:00,15.0,70.8,3.36,-62
2026-09-05 23:00:00,13.8,74.4,3.32,-61
2026-09-05 23:15:00,12.5,73.8,3.3,-62
2026-09-05 23:30:00,12.5,75.5,3.3,-51
2026-09-05 23:45:00,13.3,76.7,3.3,-71
2026-09-06 00:00:00,12.3,72.8,3.3,-63
2026-09-06 00:15:00,12.8,78.5,3.3,-69
2026-09-06 00:30:00,12.3,78.7,3.3,-69
2026-09-06 00:45:00,11.2,79.0,3.3,-63
2026-09-06 01:00:00,12.3,77.8,3.3,-65
2026-09-06 01:15:00,11.4,77.8,3.38,-65
2026-09-06 01:30:00,12.4,83.0,3.33,-55
2026-09-06 01:45:00,11.0,81.4,3.41,-65
2026-09-06 02:00:00,11.9,84.1,3.42,-65
2026-09-06 02:15:00,11.4,81.9,3.51,-62
2026-09-06 02:30:00,13.1,82.9,3.56,-66
2026-09-06 02:45:00,11.2,81.6,3.58,-63
2026-09-06 03:00:00,11.3,80.1,3.67,-58
2026-09-06 03:15:00,10.4,82.0,3.64,-63
2026-09-06 03:30:00,10.6,81.3,3.66,-69
2026-09-06 03:45:00,11.2,80.7,3.67,-59
2026-09-06 04:00:00,11.4,78.8,3.71,-61
